name,theta_cam_deg,theta_proj_deg,phi_cam_deg,phi_proj_deg,r_cam_m,r_proj_m,bin_acc,med_du,med_du_correct,p95_du,iou,valid_px
sample_7000104,30.41,59.83,72.05,257.04,2.674,2.188,0.42027712069711304,84.07022094726562,1.119873046875,1405.899658203125,0.9926685915717499,1400978
sample_7000105,39.77,18.3,146.35,152.84,1.963,1.997,0.9670624347101184,0.270263671875,0.2596435546875,1.3015333414077759,0.9990643297346394,1350707
sample_7000106,18.84,60.67,275.01,167.81,2.058,2.693,0.6301009265470612,2.68865966796875,0.99798583984375,446.4222412109375,0.9952252399678336,1982630
sample_7000107,2.92,15.02,275.59,217.79,2.309,1.862,0.974665892563836,0.2310791015625,0.224365234375,0.856536865234375,0.9988530237047885,1088572
sample_7000108,53.25,47.59,39.68,277.2,2.222,1.53,0.14865317861340405,312.88104248046875,5.62884521484375,1392.081787109375,0.9951079838031103,730869
sample_7000109,53.19,28.04,92.86,359.74,2.451,2.875,0.7420225511733741,1.647216796875,1.027099609375,1179.787109375,0.9982104627461666,1304145
sample_7000110,18.76,55.11,309.76,199.39,2.458,1.749,0.5152094439730467,9.5968017578125,1.15380859375,1156.3685302734375,0.9967028721927479,1104281
sample_7000111,58.76,32.16,94.91,237.34,2.055,1.836,0.4364496536833845,54.30072021484375,1.6307373046875,1487.870361328125,0.9962965892015863,881852
sample_7000112,46.96,27.88,93.98,291.54,2.333,1.954,0.8329686352904332,0.8797607421875,0.682373046875,707.0569458007812,0.9967234049022241,983462
sample_7000113,26.26,3.84,161.45,328.93,2.103,2.574,0.8917781905351558,0.264892578125,0.2303466796875,1025.5513916015625,0.9995381878688957,1826739
sample_7000114,30.73,23.84,182.35,156.34,1.764,2.145,0.9252045544570797,0.208740234375,0.190216064453125,704.076904296875,0.9995787932452254,1938848
sample_7000115,74.65,70.19,222.02,162.9,1.877,2.015,0.002100095383913379,520.741943359375,7.380706787109375,838.4183349609375,0.9582250107334855,363793
sample_7000116,8.97,2.83,215.75,231.01,1.796,2.19,0.9455046261010507,0.180908203125,0.169189453125,20.7733154296875,0.9998929213280456,2073020
sample_7000117,3.95,20.47,120.5,201.5,1.688,2.721,0.9360082949530998,0.33880615234375,0.313720703125,31.2279052734375,0.999975887345679,2073550
sample_7000118,43.54,55.68,80.43,358.15,2.495,2.699,0.706171526019774,1.888916015625,1.12518310546875,695.0836181640625,0.9975921128132009,1434313
sample_7000119,38.5,72.6,247.1,28.69,2.834,2.145,0.09885123064941864,223.611572265625,6.781494140625,441.7982177734375,0.956997610027072,1061919
sample_7000120,51.76,66.36,48.25,259.36,1.875,2.87,0.013418522906591731,763.7525024414062,8.0548095703125,1295.696533203125,0.8107817211290773,1373251
sample_7000121,33.33,46.16,331.88,174.95,2.766,2.486,0.70452176955041,1.06103515625,0.5355224609375,1145.1058349609375,0.9931904662147416,1360662
sample_7000122,20.85,25.5,60.51,1.13,2.286,2.533,0.9508946206199854,0.1944580078125,0.1832275390625,2.22064208984375,0.9992617737382343,1853076
sample_7000123,58.76,28.58,200.38,169.62,1.989,2.849,0.36687764765160874,512.15087890625,1.308502197265625,1185.257568359375,0.9950244171524535,1544057
sample_7000124,48.19,48.57,26.9,162.56,1.664,1.65,0.15785691775386052,632.7481079101562,1.83856201171875,1135.64697265625,0.9766415041740087,1212142
sample_7000125,57.75,47.45,58.31,233.83,2.774,1.89,0.47445506774445745,22.7386474609375,1.03173828125,1067.678955078125,0.9923334014582806,975947
sample_7000126,18.43,51.48,89.86,275.06,2.475,1.861,0.7455568025261531,1.90838623046875,1.3271484375,896.696044921875,0.9983186232791786,1252814
sample_7000127,10.72,52.39,238.8,46.44,2.249,2.824,0.33366532661786347,288.33935546875,1.0328369140625,912.4005126953125,0.9941691007752261,1904657
sample_7000128,34.24,8.97,166.0,35.11,2.282,2.08,0.9198066395620578,0.358642578125,0.32183837890625,1183.61572265625,0.998708005040092,1218243
sample_7000129,20.45,55.3,69.99,14.47,2.394,2.402,0.8256118631939637,0.62255859375,0.474365234375,704.2753295898438,0.9984821755831832,1718930
sample_7000130,11.18,48.48,164.6,205.43,1.815,1.702,0.8572798261541604,0.65576171875,0.53271484375,701.3255615234375,0.9978341578300685,1581171
sample_7000131,17.16,15.42,128.4,337.98,2.109,1.822,0.9438074119480071,0.84063720703125,0.80078125,13.978355407714844,0.9981484868792578,1249631
sample_7000132,9.02,13.91,28.92,165.13,2.153,1.595,0.9693965648473145,0.313720703125,0.3021240234375,1.551675796508789,0.9986177181817293,919668
sample_7000133,35.75,10.97,262.36,64.68,2.903,1.779,0.7058925065268518,2.8323974609375,1.5015907287597656,949.0723876953125,0.9965849825241807,509817
sample_7000134,35.4,67.45,358.75,134.81,2.015,1.856,0.011557377706817288,625.03271484375,7.555908203125,1091.06640625,0.8076763566142641,997112
sample_7000135,57.12,71.54,207.37,33.08,1.724,2.449,0.2884947379133367,174.754150390625,1.2427978515625,415.9480285644531,0.7083659408265731,1090727
sample_7000136,14.24,10.89,97.96,329.48,2.246,1.692,0.9697207153344998,0.29510498046875,0.2845458984375,1.3157958984375,0.9986379655309794,909896
sample_7000137,73.4,43.08,305.14,217.86,1.573,2.897,0.003446670552149442,689.690673828125,8.204559326171875,1160.66845703125,0.9847860572446842,835589
sample_7000138,33.73,32.15,294.27,314.92,1.934,1.886,0.9703404244271618,0.1812744140625,0.1751708984375,0.6934814453125,0.9991439973395411,1502213
sample_7000139,10.71,14.98,37.46,194.63,1.908,1.726,0.9682097112316712,0.24652099609375,0.23779296875,1.0174560546875,0.9981841033228681,1389072
sample_7000140,59.75,42.71,346.04,347.12,1.769,2.469,0.8022121931251143,0.59185791015625,0.4312744140625,1216.52978515625,0.998769662491807,1711243
sample_7000141,18.23,14.57,117.43,253.06,1.836,1.606,0.9754419061591474,0.2261962890625,0.21967315673828125,0.90509033203125,0.9986847648670871,1225543
sample_7000142,8.99,5.96,168.67,86.26,2.879,1.844,0.942282317350706,0.684814453125,0.6357421875,16.591522216796875,0.9984927452846646,652521
sample_7000143,31.02,65.94,232.16,161.94,1.51,2.542,0.0874224007617029,136.72528076171875,7.33807373046875,369.69677734375,0.98695277257924,1989227
sample_7000144,63.43,5.39,288.54,338.55,2.043,1.638,0.0454906934207277,648.9717407226562,7.20166015625,1562.1708984375,0.993725707131731,477834
sample_7000145,35.33,38.49,224.43,169.92,2.301,1.751,0.836073394162314,0.936767578125,0.728271484375,1501.3240966796875,0.9970225765321513,991523
sample_7000146,67.53,19.61,309.6,253.23,1.716,1.575,0.028396288362173762,481.30322265625,7.50732421875,1488.633544921875,0.9945546317046097,522357
sample_7000147,69.56,56.18,250.85,222.98,2.911,1.61,0.021990080901616384,861.1519775390625,7.152618885040283,1681.12255859375,0.8624727506302527,303455
sample_7000148,33.27,32.61,298.94,20.55,2.383,1.869,0.9179479461164198,1.15521240234375,1.0462646484375,256.272216796875,0.9981628639291932,1016562
sample_7000149,23.7,4.08,49.35,349.71,2.145,1.934,0.9704159861944024,0.2921142578125,0.28240966796875,1.1654052734375,0.9981858576092095,1209944
sample_7000150,41.1,22.24,201.48,288.81,1.616,1.791,0.6940365491640447,0.802825927734375,0.447021484375,1270.4715576171875,0.9973471545211801,1551937
sample_7000151,19.23,51.74,114.01,298.4,2.321,2.66,0.47911544939325573,23.697021484375,0.942626953125,962.3426513671875,0.9923439655322939,1818641
sample_7000152,51.56,62.33,113.07,211.66,2.629,1.861,0.0028789874465520665,843.9620361328125,7.4180908203125,1536.6927490234375,0.9947673254106022,715182
sample_7000153,37.75,39.49,90.59,311.12,2.625,2.871,0.7889782788753555,1.092864990234375,0.78533935546875,853.6315307617188,0.9968701195627128,1557470
sample_7000154,39.06,26.3,108.94,76.75,2.601,2.09,0.969671880600691,0.44622802734375,0.4305419921875,1.9725112915039062,0.9982997360145329,909486
sample_7000155,67.28,12.36,166.85,1.15,1.843,2.032,0.30614007311667,242.3585662841797,2.30706787109375,924.0133666992188,0.9896184336898308,972692
sample_7000156,42.61,43.01,344.68,94.78,2.502,2.219,0.6795627124887698,1.813720703125,0.8900909423828125,1269.470947265625,0.9969553314976048,1243301
sample_7000157,19.33,16.04,121.75,143.75,1.65,2.635,0.9477880134994497,0.277587890625,0.26141357421875,2.5855560302734375,0.9999836033950618,2073566
sample_7000158,55.48,25.74,59.59,36.99,1.92,1.51,0.03504776122735748,472.4677734375,5.336034297943115,1090.1943359375,0.857479885281483,626973
sample_7000159,45.57,43.13,115.38,211.07,1.632,2.609,0.14987662610442293,257.55682373046875,4.06854248046875,770.2265014648438,0.9900365615754151,1754423
